,Restaurant,Location,City,Cuisines,Average_Cost,Minimum_Order,Rating,Votes,Reviews,Delivery_Time
8045,ID_4818,"Sector 14, Noida",Noida,"Momos, North Indian, Rolls",200,50,3.7,36,24,45
8046,ID_6894,"Nathan Road, Mangaldas Road, Pune",Pune,"North Indian, Chinese, Continental, Thai",650,50,NEW,-,-,30
8047,ID_1345,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",Gurgaon,Bakery,150,50,2.9,4,5,30
8048,ID_7981,"D-Block, Sector 63, Noida",Noida,"Chinese, North Indian",200,50,NEW,-,-,30
8049,ID_8260,"FTI College, Law College Road, Pune",Pune,"South Indian, Street Food, Fast Food",200,50,4.4,5628,2503,45
8050,ID_3082,"Sector 1, Noida",Noida,"North Indian, Chinese, Rolls",200,50,3.3,14,13,30
8051,ID_8618,"Tejas Nagar Colony, Wadala West, Mumbai",Mumbai,North Indian,100,50,NEW,-,-,30
8052,ID_4306,"Tiretti, Kolkata",Kolkata,"Salad, Italian, Burmese, Mexican",200,50,4.0,69,46,30
8053,ID_1615,Delhi University-GTB Nagar,Delhi,North Indian,200,50,3.5,23,9,65
8054,ID_3723,"Moulali, Kolkata",Kolkata,"Mishti, Fast Food",100,50,3.8,119,38,45
8055,ID_3831,"Sector 1, Noida",Noida,"Bakery, Fast Food",400,99,4.1,1265,587,30
8056,ID_6729,"Sector 1, Noida",Noida,"North Indian, Mughlai, Chinese",150,50,3.6,35,4,45
8057,ID_8601,"Panjetan Colony, Malakpet, Hyderabad",Hyderabad,South Indian,100,50,3.6,98,10,45
8058,ID_1698,"Sector 14, Noida",Noida,Chinese,100,50,3.0,5,-,30
8059,ID_2261,"Sector 14, Noida",Noida,"North Indian, Chinese",200,0,3.7,260,77,65
8060,ID_7499,"D-Block, Sector 63, Noida",Noida,North Indian,150,50,3.4,10,8,30
8061,ID_4198,Delhi Cantt.,Delhi,"Chinese, Mithai",100,50,2.9,18,2,30
8062,ID_1006,Mumbai Central,Mumbai,Lebanese,100,50,3.7,60,23,30
8063,ID_4551,"Dockyard Road, Mumbai CST Area",Mumbai,"Pizza, Chinese, Healthy Food",300,50,3.8,577,277,30
8064,ID_6229,"Sector 14, Noida",Noida,"Rolls, Fast Food",150,50,4.4,1265,497,30
8065,ID_5079,"Nathan Road, Mangaldas Road, Pune",Pune,"North Indian, Chinese, Seafood",400,99,3.7,199,96,45
8066,ID_5205,"Sector 1, Noida",Noida,"North Indian, Biryani",200,50,3.1,15,4,30
8067,ID_4594,"Sandhurst Road, Mumbai CST Area",Mumbai,"Mughlai, North Indian, Chinese, Seafood",350,50,3.9,919,361,30
8068,ID_7046,"Delhi High Court, India Gate",Delhi,"Continental, Fast Food, North Indian, Mughlai",300,99,3.9,413,240,45
8069,ID_102,"Sector 3, Marathalli",Bangalore,Street Food,100,50,3.3,4,1,30
8070,ID_7097,"Jaya Nagar, Saidabad, Hyderabad",Hyderabad,South Indian,100,50,3.6,117,12,30
8071,ID_2794,"MG Road, Pune",Pune,"Beverages, Desserts",200,50,4.0,146,60,45
8072,ID_198,"Sector 1, Noida",Noida,"South Indian, Chinese, Street Food, Mithai",200,50,4.0,208,64,65
8073,ID_2500,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"Biryani, Fast Food",150,50,3.7,18,10,30
8074,ID_4085,"Yerawada, Pune, Maharashtra",Pune,"Italian, European, North Indian","1,200",50,3.9,220,154,65
8075,ID_3336,"MG Road, Pune",Pune,"North Indian, Chinese, Mughlai",250,50,3.1,8,3,30
8076,ID_5321,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",Gurgaon,"Biryani, Hyderabadi, North Indian, Mughlai",100,50,2.6,9,6,30
8077,ID_7480,Delhi University-GTB Nagar,Delhi,Asian,400,50,-,-,-,30
8078,ID_3629,"Delhi Administration Flats, Timarpur",Delhi,"North Indian, Italian, Continental, Lebanese, Desserts, Beverages",200,50,-,-,-,30
8079,ID_3616,"MG Road, Pune",Pune,"Cafe, Chinese",150,50,3.5,21,14,30
8080,ID_2979,"Raja Bazar, Kolkata",Kolkata,"North Indian, South Indian, Chinese",300,50,4.0,798,346,30
8081,ID_4231,Delhi Cantt.,Delhi,Bakery,100,50,3.4,16,10,30
8082,ID_3701,"Sector 1, Noida",Noida,"Fast Food, Pizza",100,50,3.4,26,2,30
8083,ID_5072,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",Gurgaon,"North Indian, South Indian, Chinese",150,50,3.5,149,87,30
8084,ID_7576,"Yerawada, Pune, Maharashtra",Pune,Fast Food,200,50,3.8,162,91,30
8085,ID_3627,"Delhi High Court, India Gate",Delhi,Mughlai,150,50,NEW,-,-,30
8086,ID_2204,"Sector 14, Noida",Noida,"North Indian, Chinese",400,99,4.1,974,705,45
8087,ID_6541,Majestic,Bangalore,"South Indian, North Indian, Chinese, Street Food, Fast Food",200,50,3.7,35,18,45
8088,ID_7709,"D-Block, Sector 63, Noida",Noida,"Chinese, Fast Food",300,50,3.5,39,15,30
8089,ID_1347,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",Gurgaon,Bakery,150,50,3.7,60,22,45
8090,ID_8257,"Sector 1, Noida",Noida,"North Indian, South Indian, Chinese",200,50,3.1,9,3,30
8091,ID_5096,"MG Road, Pune",Pune,"North Indian, Chinese",250,50,3.7,21,11,30
8092,ID_4042,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"Chinese, North Indian",200,50,3.5,18,8,30
8093,ID_95,"FTI College, Law College Road, Pune",Pune,Chinese,100,50,NEW,-,-,30
8094,ID_6419,"Delhi High Court, India Gate",Delhi,"North Indian, Mughlai, Chinese",250,50,3.4,157,54,65
8095,ID_3969,"Delhi High Court, India Gate",Delhi,"Beverages, Desserts",200,99,4.1,412,302,65
8096,ID_1294,Pune University,Pune,"South Indian, Malwani, Seafood",200,50,3.5,18,8,30
8097,ID_3348,Majestic,Bangalore,"South Indian, North Indian, Chinese, Street Food",200,50,3.9,228,133,45
8098,ID_7891,Delhi University-GTB Nagar,Delhi,"Chinese, North Indian, Momos",150,50,3.2,11,3,45
8099,ID_4455,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",Gurgaon,North Indian,200,50,-,-,-,30
8100,ID_2356,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"Beverages, Fast Food",200,50,3.5,12,9,30
8101,ID_4850,"Rmz Centennial, I Gate, Whitefield",Bangalore,"Arabian, North Indian, Biryani, Chinese, Seafood",350,50,2.8,1955,959,65
8102,ID_6391,"Sector 1, Noida",Noida,"North Indian, Chinese",200,99,3.0,125,24,65
8103,ID_8532,Delhi Cantt.,Delhi,"South Indian, Chinese, Beverages",100,50,3.7,112,38,30
8104,ID_5535,"Dockyard Road, Mumbai CST Area",Mumbai,"North Indian, Chinese, Mughlai",350,50,3.3,18,10,30
8105,ID_2445,"Sector 1, Noida",Noida,"Desserts, Ice Cream",100,99,4.0,103,84,30
8106,ID_1121,Delhi Cantt.,Delhi,"Fast Food, Rolls",100,50,3.4,18,5,30
8107,ID_6327,"Yerawada, Pune, Maharashtra",Pune,"North Indian, Chinese",150,50,3.5,32,9,30
8108,ID_2878,Delhi Cantt.,Delhi,North Indian,100,50,-,-,-,30
8109,ID_803,"D-Block, Sector 63, Noida",Noida,"North Indian, Chinese",300,50,3.1,4,4,30
8110,ID_4271,"MG Road, Pune",Pune,Street Food,150,50,3.5,11,6,30
8111,ID_7204,Mumbai Central,Mumbai,"Mithai, Fast Food",150,50,4.0,267,143,30
8112,ID_368,"Delhi Administration Flats, Timarpur",Delhi,"North Indian, Chinese",200,50,-,-,-,30
8113,ID_5035,"Delhi Administration Flats, Timarpur",Delhi,Chinese,150,50,2.4,92,41,45
8114,ID_7495,"D-Block, Sector 63, Noida",Noida,North Indian,200,50,3.7,25,16,30
8115,ID_4872,"Rmz Centennial, I Gate, Whitefield",Bangalore,"Chinese, Momos",200,99,3.5,209,99,30
8116,ID_5750,"Sector 14, Noida",Noida,Pizza,200,50,3.7,745,148,45
8117,ID_2232,"Sector 63A,Gurgaon",Gurgaon,"North Indian, Fast Food",200,50,-,-,-,30
8118,ID_4065,"Moulali, Kolkata",Kolkata,Cafe,100,50,-,-,-,30
8119,ID_5234,"FTI College, Law College Road, Pune",Pune,"North Indian, Chinese",250,50,3.2,9,-,30
8120,ID_8582,"Babarpur, New Delhi, Delhi",Delhi,North Indian,150,50,3.1,4,2,30
8121,ID_4132,Pune University,Pune,Fast Food,100,50,3.0,4,-,45
8122,ID_2603,Pune University,Pune,"Continental, Fast Food, North Indian, Chinese",650,50,4.0,1208,781,30
8123,ID_5321,"Sector 3, Marathalli",Bangalore,"Biryani, Hyderabadi, North Indian, Mughlai",100,50,2.3,4,4,30
8124,ID_2001,"Sector 1, Noida",Noida,"Bengali, Rolls, Biryani",150,50,4.0,330,210,45
8125,ID_1233,"FTI College, Law College Road, Pune",Pune,"North Indian, Fast Food",200,50,4.0,109,53,30
8126,ID_3898,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"Kerala, Chinese",100,50,3.1,419,78,45
8127,ID_6167,"Rmz Centennial, I Gate, Whitefield",Bangalore,"Mughlai, Biryani",200,50,NEW,-,-,30
8128,ID_1467,"Nathan Road, Mangaldas Road, Pune",Pune,"Cafe, Healthy Food, Desserts",200,50,3.9,509,296,45
8129,ID_2555,"Sector 14, Noida",Noida,"Sandwich, Fast Food, Beverages",150,50,4.0,156,48,45
8130,ID_6158,"Delhi High Court, India Gate",Delhi,"North Indian, Chinese",150,50,-,-,-,30
8131,ID_8592,"Moulali, Kolkata",Kolkata,"Pizza, Burger, Rolls, Sandwich",100,50,3.2,9,4,30
8132,ID_5708,"Sector 1, Noida",Noida,"Pizza, Fast Food",400,50,3.8,444,331,30
8133,ID_2882,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"Ice Cream, Desserts",100,50,-,-,-,30
8134,ID_3958,"Sector 1, Noida",Noida,"Kerala, North Indian",150,50,3.6,134,66,30
8135,ID_703,"Babarpur, New Delhi, Delhi",Delhi,"South Indian, North Indian, Chinese",100,50,3.0,4,1,30
8136,ID_2462,"Sandhurst Road, Mumbai CST Area",Mumbai,"North Indian, Mughlai, Continental, Chinese",600,50,3.6,74,24,30
8137,ID_8510,"Sector 14, Noida",Noida,"North Indian, Chinese",100,50,-,-,-,30
8138,ID_946,"MG Road, Pune",Pune,"North Indian, Mughlai",200,50,3.3,25,7,30
8139,ID_3266,"BTM Layout 1, Electronic City",Bangalore,"Bengali, North Indian, Chinese, Biryani",300,50,3.7,368,144,45
8140,ID_8488,"Yerawada, Pune, Maharashtra",Pune,"Chinese, North Indian, South Indian, Fast Food",200,50,3.3,33,15,30
8141,ID_148,"Chandni Chowk, Kolkata",Kolkata,"Street Food, Mithai",50,99,-,-,-,30
8142,ID_2852,"Gora Bazar, Rajbari, North Dumdum, Kolkata",Kolkata,Mishti,50,50,3.8,136,35,45
8143,ID_1256,"FTI College, Law College Road, Pune",Pune,"Fast Food, Street Food",100,50,3.3,9,1,30
8144,ID_6458,"Delhi High Court, India Gate",Delhi,"Bakery, Desserts",250,99,3.6,26,23,120
8145,ID_3897,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"Kerala, Chinese, South Indian, North Indian",300,50,3.7,65,25,30
8146,ID_5988,"Sector 1, Noida",Noida,North Indian,100,50,-,-,-,30
8147,ID_8248,"Sector 14, Noida",Noida,South Indian,200,50,3.3,8,7,30
8148,ID_7076,Majestic,Bangalore,"Fast Food, Street Food, Juices",100,50,4.1,216,19,45
8149,ID_4906,"Chandni Chowk, Kolkata",Kolkata,"North Indian, Chinese, Biryani",200,50,3.0,-,-,30
8150,ID_1853,"Rmz Centennial, I Gate, Whitefield",Bangalore,Biryani,200,50,3.2,23,11,20
8151,ID_769,"Delhi High Court, India Gate",Delhi,"Street Food, Fast Food, Beverages, Burger, Mithai, Desserts",100,50,4.2,186,109,30
8152,ID_927,"Sector 63A,Gurgaon",Gurgaon,"Biryani, North Indian, Mughlai",250,99,4.1,310,210,80
8153,ID_199,Delhi Cantt.,Delhi,"Bakery, Desserts",100,50,3.3,13,2,30
8154,ID_5054,"Delhi High Court, India Gate",Delhi,"Portuguese, Wraps, Burger, Salad",500,50,4.4,3807,2567,45
8155,ID_6142,"FTI College, Law College Road, Pune",Pune,"North Indian, South Indian, Chinese",100,50,NEW,-,-,30
8156,ID_3473,"Rmz Centennial, I Gate, Whitefield",Bangalore,"North Indian, Chinese, Fast Food",150,50,3.7,107,12,65
8157,ID_8601,"Noorkhan Bazaar, Malakpet, Hyderabad",Hyderabad,South Indian,100,50,3.6,98,10,45
8158,ID_5033,"Tiretti, Kolkata",Kolkata,Mishti,50,50,4.2,425,131,65
8159,ID_8389,Pune University,Pune,"Desserts, Beverages",100,50,4.4,196,127,45
8160,ID_7666,Delhi University-GTB Nagar,Delhi,"Fast Food, Momos",150,50,3.6,73,51,30
8161,ID_491,Delhi University-GTB Nagar,Delhi,"Beverages, Ice Cream",100,50,3.7,27,9,30
8162,ID_124,Pune University,Pune,North Indian,250,50,4.5,2244,1318,65
8163,ID_3508,"Sector 1, Noida",Noida,"North Indian, Pizza",150,50,3.9,347,146,45
8164,ID_5858,Pune University,Pune,"Salad, Continental, Finger Food, North Indian, Italian, Maharashtrian",750,50,4.1,318,185,65
8165,ID_529,"Chandni Chowk, Kolkata",Kolkata,"North Indian, Chinese",100,50,3.7,564,72,45
8166,ID_7713,"Tiretti, Kolkata",Kolkata,"Chinese, Italian, Continental",300,50,3.8,54,31,30
8167,ID_516,"Gora Bazar, Rajbari, North Dumdum, Kolkata",Kolkata,"Chinese, Mughlai, North Indian, Continental",100,50,3.1,6,3,30
8168,ID_1423,"Gora Bazar, Rajbari, North Dumdum, Kolkata",Kolkata,"North Indian, Chinese, Momos, Biryani, Rolls",200,50,3.8,3270,463,30
8169,ID_3837,Majestic,Bangalore,"Kebab, North Indian",150,50,3.2,5,-,30
8170,ID_1520,"Sector 3, Marathalli",Bangalore,"Chinese, Odia, Bengali, North Indian",150,50,2.8,10,4,30
8171,ID_7749,Delhi Cantt.,Delhi,"Chinese, Seafood, Japanese, Thai",600,99,3.7,255,146,65
8172,ID_4292,Majestic,Bangalore,"North Indian, Mughlai, Chinese, Kerala, Biryani, Beverages, Desserts",350,99,4.4,1297,510,45
8173,ID_6010,"Sandhurst Road, Mumbai CST Area",Mumbai,"Sandwich, Pizza, Finger Food, Burger, Wraps",100,50,Temporarily Closed,42,-,30
8174,ID_8408,"FTI College, Law College Road, Pune",Pune,"Desserts, Fast Food",50,50,3.8,63,37,30
8175,ID_6825,"D-Block, Sector 63, Noida",Noida,"North Indian, Chinese, South Indian",200,50,3.8,276,80,30
8176,ID_7403,"Delhi High Court, India Gate",Delhi,"North Indian, Chinese, Mughlai",200,50,3.4,37,21,65
8177,ID_3194,Delhi University-GTB Nagar,Delhi,"Desserts, Beverages, Ice Cream",200,50,4.1,285,132,45
8178,ID_2517,"MG Road, Pune",Pune,"Burger, Fast Food",100,50,3.3,19,10,30
8179,ID_8615,"Sector 1, Noida",Noida,"Biryani, North Indian, Chinese",100,50,3.2,61,19,30
8180,ID_5174,"Delhi Administration Flats, Timarpur",Delhi,North Indian,150,50,3.4,62,17,30
8181,ID_5448,"MG Road, Pune",Pune,"Fast Food, Italian, Pizza",200,50,3.9,73,42,65
8182,ID_832,"Sector 14, Noida",Noida,North Indian,150,50,3.3,12,1,30
8183,ID_2794,"Sector 3, Marathalli",Bangalore,"Beverages, Desserts, Ice Cream",200,50,4.2,133,41,30
8184,ID_3273,"D-Block, Sector 63, Noida",Noida,Pizza,100,50,3.3,11,4,30
8185,ID_4099,Mumbai Central,Mumbai,"Continental, Fast Food, Beverages",600,50,3.8,644,341,30
8186,ID_8528,"FTI College, Law College Road, Pune",Pune,"Bar Food, Asian, Mughlai, North Indian",600,50,3.9,406,260,30
8187,ID_606,"Sector 1, Noida",Noida,Fast Food,200,50,3.7,216,61,45
8188,ID_4442,"MG Road, Pune",Pune,"Continental, Steak, Salad",550,50,4.0,897,529,30
8189,ID_8297,"Dockyard Road, Mumbai CST Area",Mumbai,"South Indian, North Indian, Chinese",200,50,3.1,64,27,45
8190,ID_1041,Delhi University-GTB Nagar,Delhi,"Cafe, Italian, Continental, North Indian",500,99,4.0,972,695,65
8191,ID_6677,Delhi University-GTB Nagar,Delhi,Lebanese,100,50,3.4,11,4,30
8192,ID_303,"Sector 14, Noida",Noida,North Indian,150,50,3.4,19,1,30
8193,ID_8170,"D-Block, Sector 63, Noida",Noida,North Indian,200,50,3.8,40,26,30
8194,ID_8418,"Delhi High Court, India Gate",Delhi,North Indian,100,50,3.4,185,89,30
8195,ID_1622,"Gora Bazar, Rajbari, North Dumdum, Kolkata",Kolkata,"South Indian, Chinese",200,50,NEW,-,-,30
8196,ID_1686,Mumbai Central,Mumbai,"Chinese, Thai, Seafood",200,99,3.6,194,51,65
8197,ID_25,"Sector 1, Noida",Noida,"Fast Food, Healthy Food, Burger, Rolls",200,50,Opening Soon,-,-,30
8198,ID_4429,"Dockyard Road, Mumbai CST Area",Mumbai,North Indian,100,50,3.7,55,22,30
8199,ID_3255,"Chandni Chowk, Kolkata",Kolkata,South Indian,100,50,3.7,124,35,30
8200,ID_1181,"Sector 14, Noida",Noida,"Sandwich, Chinese, North Indian, Pizza, Rolls, Fast Food, Desserts, Beverages",200,50,3.4,417,181,45
8201,ID_913,"D-Block, Sector 63, Noida",Noida,Biryani,200,50,-,-,-,30
8202,ID_4460,"Hyderabad Public School, Begumpet",Hyderabad,"Biryani, South Indian, Chinese",250,50,3.6,33,11,30
8203,ID_3878,"Delhi Administration Flats, Timarpur",Delhi,North Indian,200,50,3.4,22,11,30
8204,ID_1497,"FTI College, Law College Road, Pune",Pune,"North Indian, Chinese",200,50,4.0,2527,1009,80
8205,ID_1754,Delhi University-GTB Nagar,Delhi,Bakery,200,99,3.4,18,7,120
8206,ID_1401,Mumbai Central,Mumbai,"Continental, Mexican, Italian, American",750,50,4.4,3218,1429,45
8207,ID_4029,"Delhi High Court, India Gate",Delhi,North Indian,200,50,2.7,52,18,30
8208,ID_2764,"Sandhurst Road, Mumbai CST Area",Mumbai,Fast Food,200,50,-,-,-,30
8209,ID_8284,"D-Block, Sector 63, Noida",Noida,"Chinese, North Indian",100,99,3.6,125,41,30
8210,ID_6206,"Sector 14, Noida",Noida,"Rolls, Chinese",150,50,3.4,30,5,30
8211,ID_5224,"Babarpur, New Delhi, Delhi",Delhi,"North Indian, Rolls",150,50,-,-,-,30
8212,ID_5210,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"South Indian, North Indian, Chinese",150,50,3.8,25,12,45
8213,ID_7558,Delhi Cantt.,Delhi,"Biryani, Hyderabadi, Andhra, Fast Food, North Indian",350,50,4.0,839,359,65
8214,ID_3414,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"Biryani, Chinese",100,50,-,-,-,30
8215,ID_2570,Delhi University-GTB Nagar,Delhi,"North Indian, Chinese, Continental, Italian",300,50,3.9,725,494,45
8216,ID_1962,"Hyderabad Public School, Begumpet",Hyderabad,"North Indian, Chinese",300,50,3.8,110,43,30
8217,ID_5067,Delhi Cantt.,Delhi,"North Indian, Chinese",350,50,3.4,22,9,30
8218,ID_6559,"Sector 14, Noida",Noida,"Continental, Fast Food",150,50,NEW,-,-,30
8219,ID_2560,"Sector 1, Noida",Noida,"Healthy Food, American, Salad",150,50,-,-,-,30
8220,ID_3655,Mumbai Central,Mumbai,Mithai,100,99,3.9,60,15,45
8221,ID_5184,"Rmz Centennial, I Gate, Whitefield",Bangalore,"North Indian, Chinese, Biryani",300,50,3.3,6,-,30
8222,ID_7844,"D-Block, Sector 63, Noida",Noida,"North Indian, Chinese, Italian, Rolls",200,50,3.9,93,42,65
8223,ID_6951,"Noorkhan Bazaar, Malakpet, Hyderabad",Hyderabad,South Indian,50,50,4.0,109,28,30
8224,ID_4046,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",Gurgaon,"North Indian, Rolls",150,99,3.5,33,18,65
8225,ID_2587,"Sector 1, Noida",Noida,South Indian,100,50,3.8,182,53,45
8226,ID_2600,"Gora Bazar, Rajbari, North Dumdum, Kolkata",Kolkata,"Bakery, Desserts, Fast Food",600,50,3.7,66,23,30
8227,ID_8615,"Sector 14, Noida",Noida,"Biryani, North Indian, Chinese",100,50,3.2,61,19,30
8228,ID_206,"Sector 1, Noida",Noida,"Bakery, Mithai",150,50,-,-,-,30
8229,ID_675,"D-Block, Sector 63, Noida",Noida,"Chinese, North Indian",300,50,3.9,203,121,45
8230,ID_6471,"FTI College, Law College Road, Pune",Pune,Fast Food,100,50,3.3,18,6,30
8231,ID_7554,"Dockyard Road, Mumbai CST Area",Mumbai,"Mughlai, Biryani, Afghan",400,50,3.4,23,12,30
8232,ID_5291,"D-Block, Sector 63, Noida",Noida,"North Indian, Mughlai, Chinese",400,50,3.9,350,188,45
8233,ID_1798,"Yerawada, Pune, Maharashtra",Pune,"North Indian, Chinese, Continental",400,50,3.4,10,3,65
8234,ID_7122,"Musi Nagar, Malakpet, Hyderabad",Hyderabad,"Andhra, South Indian",150,50,3.0,16,1,45
8235,ID_3194,Mumbai Central,Mumbai,"Beverages, Desserts, Ice Cream",100,50,3.5,24,6,45
8236,ID_3453,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",Gurgaon,"North Indian, Chinese",200,50,3.2,35,11,30
8237,ID_4659,"FTI College, Law College Road, Pune",Pune,North Indian,150,50,3.7,69,14,30
8238,ID_1756,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"North Indian, Chinese, Fast Food",200,50,3.8,372,86,45
8239,ID_5595,Mumbai Central,Mumbai,"Beverages, Fast Food, Chinese",200,50,4.1,432,201,45
8240,ID_5457,"D-Block, Sector 63, Noida",Noida,"Burger, Fast Food, Beverages",200,50,3.6,39,20,30
8241,ID_8555,"Delhi High Court, India Gate",Delhi,"Tibetan, Nepalese, Momos",800,50,4.8,234,186,30
8242,ID_5036,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"South Indian, Beverages",100,50,3.2,6,3,30
8243,ID_5750,"D-Block, Sector 63, Noida",Noida,Pizza,200,50,3.7,99,32,30
8244,ID_7493,"Sector 14, Noida",Noida,"North Indian, Chinese, South Indian",200,50,3.0,5,2,30
8245,ID_3942,"FTI College, Law College Road, Pune",Pune,"North Indian, Chinese, Kebab, Seafood",600,50,3.8,88,43,65
8246,ID_2760,"D-Block, Sector 63, Noida",Noida,Bakery,150,99,3.3,6,4,30
8247,ID_5208,"Raja Bazar, Kolkata",Kolkata,"Street Food, Mishti",50,50,3.2,28,2,30
8248,ID_924,"Rmz Centennial, I Gate, Whitefield",Bangalore,"Biryani, North Indian, Chinese",250,50,3.5,51,32,30
8249,ID_7628,Pune University,Pune,"Cafe, Fast Food, Beverages",200,50,4.0,316,209,30
8250,ID_3499,"Raja Bazar, Kolkata",Kolkata,"Chinese, Fast Food",100,50,3.2,12,7,30
8251,ID_6505,"Delhi High Court, India Gate",Delhi,"South Indian, Desserts, Beverages",200,50,4.3,2962,1734,30
8252,ID_4385,"Chatta Bazaar, Malakpet, Hyderabad",Hyderabad,South Indian,50,50,3.1,5,1,30
8253,ID_7564,"Tejas Nagar Colony, Wadala West, Mumbai",Mumbai,"Biryani, North Indian, Mughlai, Desserts, Beverages",150,50,NEW,-,-,30
8254,ID_8374,"FTI College, Law College Road, Pune",Pune,"Biryani, Mughlai, Kebab",100,50,-,-,-,30
8255,ID_4646,Majestic,Bangalore,"Andhra, North Indian, Chinese",350,50,4.2,494,339,30
8256,ID_1856,"D-Block, Sector 63, Noida",Noida,"North Indian, Chinese",150,50,NEW,-,-,30
8257,ID_2675,"Dockyard Road, Mumbai CST Area",Mumbai,"North Indian, Chinese",250,50,4.0,67,52,30
8258,ID_2563,"Babarpur, New Delhi, Delhi",Delhi,Healthy Food,100,50,3.6,21,18,30
8259,ID_657,"Tiretti, Kolkata",Kolkata,Street Food,100,50,3.5,182,42,65
8260,ID_3969,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"Beverages, Desserts, Ice Cream",200,50,3.9,41,14,45
8261,ID_5749,"FTI College, Law College Road, Pune",Pune,Fast Food,150,50,-,-,-,30
8262,ID_3073,"Rmz Centennial, I Gate, Whitefield",Bangalore,"Andhra, Biryani, North Indian, Chinese",350,50,3.7,43,31,30
8263,ID_4723,"Delhi Administration Flats, Timarpur",Delhi,"North Indian, Chinese",250,50,2.8,245,75,45
8264,ID_8011,"D-Block, Sector 63, Noida",Noida,"Chinese, Desserts, North Indian",100,50,3.3,13,2,45
8265,ID_849,"D-Block, Sector 63, Noida",Noida,"Biryani, North Indian, Andhra",400,50,4.0,831,326,65
8266,ID_7484,"Sector 14, Noida",Noida,"North Indian, Mughlai, Chinese",100,50,3.5,133,52,30
8267,ID_1730,Mumbai Central,Mumbai,"Chinese, Fast Food",100,50,2.8,9,3,30
8268,ID_2331,"D-Block, Sector 63, Noida",Noida,South Indian,150,99,3.4,17,4,65
8269,ID_8302,"Sector 14, Noida",Noida,"North Indian, Rolls",200,50,3.5,-,-,30
8270,ID_2650,"Dockyard Road, Mumbai CST Area",Mumbai,"North Indian, Chinese, Fast Food",200,50,-,-,-,30
8271,ID_3920,"Nathan Road, Mangaldas Road, Pune",Pune,"Asian, Continental, North Indian",450,50,4.4,2709,1616,45
8272,ID_4452,"BTM Layout 1, Electronic City",Bangalore,"North Indian, Mughlai, Biryani",200,50,4.1,157,24,45
8273,ID_2834,Pune University,Pune,South Indian,100,50,3.4,35,20,45
8274,ID_8078,Delhi University-GTB Nagar,Delhi,"Fast Food, Momos, North Indian",150,50,4.0,260,156,30
8275,ID_6168,Delhi University-GTB Nagar,Delhi,Paan,100,50,-,-,-,30
8276,ID_2727,"Sector 3, Marathalli",Bangalore,"Chinese, Thai, Continental",150,99,3.8,56,15,30
8277,ID_8498,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,North Indian,200,50,3.8,49,21,30
8278,ID_3039,Delhi University-GTB Nagar,Delhi,Fast Food,200,50,3.6,233,113,45
8279,ID_8012,"Sector 3, Marathalli",Bangalore,Desserts,150,50,3.7,-,-,30
8280,ID_687,"FTI College, Law College Road, Pune",Pune,"Continental, Asian, Italian, North Indian, Finger Food, Fast Food",600,50,4.6,1490,625,45
8281,ID_1317,"D-Block, Sector 63, Noida",Noida,"Fast Food, Beverages",250,50,3.7,42,32,30
8282,ID_5225,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",Gurgaon,"Juices, Beverages",100,50,3.2,13,1,30
